orf_id,st1_200m.x,st1_400m.x,st1_50m.x,st1_90m.x,st1_120m.x,st1_300m.x,st3_40m.x,st3_60m.x,st3_120m.x,st3_150m.x,st3_200m.x,st3_250m.x,st3_300m.x,st3_400m.x,st3_500m.x,st3_550m.x,st3_600m.x,st3_800m.x,st5_20m.x,st5_80m.x,st5_120m.x,st5_200m.x,st5_50m.x,st5_300m.x,st5_400m.x,st5_500m.x,st5_600m.x,st6_40m.x,st6_80m.x,st6_200m.x,st8_40m.x,st8_70m.x,st8_200m.x,st9_40m.x,st9_70m.x,st9_380m.x,st12_40m.x,st12_120m.x,st12_300m.x,st12_1900m.x,contig_length,orf_length,kegg_hit,kegg_desc,kegg_pathway,KO,KO_desc,KO_pathway,EC,GO_terms,uniprot,KOG_id,KOG_desc,KOG_class,KOG_group,best_hit,best_hit_percent_identity,best_hit_annotation,best_hit_GOS_core_cluster,best_hit_species,best_hit_taxon_id,domain,group,group_reads,group_orfs,best_LPI,hits_top,hits_unique,best_tax_string,PFams,PFams_desc,TIGRFams,TIGRFams_desc,transporter_family,transporter_substrate,transporter_evidence,transmembrane_domains
contig_2043443_3098_4015_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392007781,0,0,0,0,0,0,0,0,0,0,0,0,4733,918,,,,,,,,0008750||0016021||0050661||0055114,,,,,,CAMPEP_0190334236-CAMNT_0034072933,56,"TIGR00561: pntA: NAD(P)(+) transhydrogenase (AB-specific), alpha subunit PF02233.11:  NAD(P) transhydrogenase beta subunit PF01262.16:  Alanine dehydrogenase/PNT, C-terminal domain",,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,0.977,2,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,PF12769||PF02233,PF12769||NAD(P) transhydrogenase beta subunit,,,,,NA,8
contig_20439_92_1204_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323327172,0,0.506172039,0,0,0.544009187,0,0,0,0,0,0,0,1341,1113,,,,,,,,,,,,,,CAMPEP_0200824534-CAMNT_0046990231,65,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,8,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2045481_998_1997_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740410839,0.56336948,1.021550536,0,0,0,0.382473176,0,0,0.729997761,0,0,1999,1000,,,,,,,,,,,,,,CAMPEP_0200826160-CAMNT_0046992559,47,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9343,15,9,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2045608_1_1990_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288066322,0.786071622,0.513914681,0,1.110234429,0,0,0,0,0,0.566200482,0.513341978,0,0.60852485,0,0,0,0,0,0,0,1991,1990,,,,,,,,,,,,,,CAMPEP_0189381628-CAMNT_0032976221,44,,,Karenia brevis Wilson,-311228,Eukaryota,Dinophyta,43183874,207602,0.9524,4,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_2045621_1_898_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321727614,0.638365236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584,898,,,,,,,,,,,,,,CAMPEP_0115071120-CAMNT_0002457709,43,,,Polarella glacialis CCMP1383,348536,Eukaryota,Dinophyta,43183874,207602,0.9087,13,11,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Suessiales;Symbiodinium;Symbiodinium, Strain CCMP421",,,,,,,NA,0
contig_2046199_1088_1730_+,0,0,0,1.50365948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891527188,1.216393879,0,0,0,0,0,0,1.119325483,0,0,0,0,0.941651984,0,0.59482609,0,0,1.135299784,0,0,1731,643,,,,,,,,,,,,,,CAMPEP_0200829790-CAMNT_0046997455,58,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9821,11,3,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2048402_1_337_-,0,0,0,0,0,0,0,0,0,0,5.613948349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,337,,,,,,,,,,,,,,CAMPEP_0200826692-CAMNT_0046993293,57,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,6,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2048872_1_983_+,0,0,0,0,0,0,0,0,3.061115197,0,1.924619118,2.234399766,2.593448277,0,0,0,0,0,4.829751362,2.915829001,2.38700284,2.080753235,2.193578379,0,0,0,0,1.464346461,1.506431004,1.146224781,2.598043071,1.33294823,3.695720602,0,0.389087666,0,0,0.742622341,0,0,983,983,,,,,,,,,,,,,,CAMPEP_0200848422-CAMNT_0047022477,59,PF00090.14: Thrombospondin type 1 domain,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,5,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2048932_1_880_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907833416,0,0,0,880,880,,,,,,,,0004332||0005975||0006096||0008270||0016832,,,,,,CAMPEP_0186866140-CAMNT_0029764613,80,"TIGR01520: FruBisAldo_II_A: fructose-bisphosphate aldolase, class II PF00274.14:  Fructose-bisphosphate aldolase class-I PF01116.15:  Fructose-bisphosphate aldolase class-II",,Azadinium spinosum 3D9,632150,Eukaryota,Dinophyta,43183874,207602,0.9671,3,2,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Protoceratium;Protoceratium reticulatum, Strain CCCM 535 (=CCMP 1889)",PF01116||PF00274,Fructose-bisphosphate aldolase class-II||Fructose-bisphosphate aldolase class-I,,,,,NA,0
contig_2049024_1_335_+,0,0,0,0,0,0,0,0,2.99410571,0,0,0,0,0,0,0,0,0,0,1.711199945,2.334750041,3.052806612,0,6.595123921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,335,,,,,,,,,,,,,,CAMPEP_0200812008-CAMNT_0046973341,69,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,12,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2049647_1_1028_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350061423,0,0,0,0,0,0,0,0,0,0,0,0,3121,1028,,,,,,,,0004375||0006546||0055114,,,,,,CAMPEP_0193867644-CAMNT_0038425285,56,TIGR00461: gcvP: glycine dehydrogenase PF02347.11:  Glycine cleavage system P-protein,,Crypthecodinium cohnii Seligo,2866,Eukaryota,Dinophyta,43183874,207602,0.8517,33,25,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium monilatum, Strain CCMP3105",PF02347,Glycine cleavage system P-protein,,,,,NA,0
contig_2052885_1_570_-,0,0,0,1.696233414,0,0,0,2.124736812,1.759693707,0,0,0,0,0,0,0,0,0,2.082300697,7.039936617,17.83830953,0,2.521973739,0,0,0,0,0,1.298966384,0,0,0,0,0,6.039050142,3.266263308,0,3.842093479,0,0,570,570,,,,,,,,0018298||0030076,,,,,,CAMPEP_0198607344-CAMNT_0044339151,68,PF02429.10: Peridinin-chlorophyll A binding protein,,"Brandtodinium nutriculum, Strain RCC3387",1333877,Eukaryota,Dinophyta,43183874,207602,0.9507,2,2,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Brandtodinium;Brandtodinium nutriculum, Strain RCC3387",PF02429,Peridinin-chlorophyll A binding protein,,,,,NA,0
contig_2053982_1_263_+,0,0,3.843720685,3.676247322,4.535606636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,263,,,,,,,,,,,,,,CAMPEP_0191047444-CAMNT_0034944835,60,,,Prorocentrum minimum CCMP2233,39449,Eukaryota,Dinophyta,43183874,207602,0.8867,9,6,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Prorocentrum;Prorocentrum minimum CCMP1329,,,,,,,NA,0
contig_2055621_1_962_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813036657,0,0,0,0,0,0,1.122234333,0.384828918,0,0,0,1.258798805,0,0,0,0,0,0,0,1010,962,,,,,,,,,,,,,,CAMPEP_0200829370-CAMNT_0046996913,64,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,9,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2056820_1_368_+,0,0,2.747006902,2.627318059,6.482959484,0,3.061928618,0,0,4.259129798,0,0,0,0,0,0,0,0,6.450605419,3.1154999,2.125383869,0,5.859477027,0,0,0,0,2.933666924,3.017978962,1.530895325,2.775952541,2.373710343,0,0,3.117987844,5.059157839,0,1.983689567,0,0,621,368,,,,,,,,,,,,,,CAMPEP_0171090952-CAMNT_0011548999,77,,,Gambierdiscus australes,439317,Eukaryota,Dinophyta,43183874,207602,0.895,49,19,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_2058744_1_2042_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176230726,0,0.551782057,0,0,0.296514312,0,0,0,0,0,0,0,2208,2042,tps:THAPSDRAFT_33859,NNT NAD transhydrogenase (EC:1.6.1.2); K00323 NAD(P) transhydrogenase [EC:1.6.1.2],tps01100||tps00760,K00323,NAD(P) transhydrogenase [EC:1.6.1.2],Nicotinate and nicotinamide metabolism,1.6.1.2,0008750||0016021||0050661||0055114,B8C1J0,,,,,CAMPEP_0193907678-CAMNT_0038489823,58,"TIGR00561: pntA: NAD(P)(+) transhydrogenase (AB-specific), alpha subunit PF02233.11:  NAD(P) transhydrogenase beta subunit PF01262.16:  Alanine dehydrogenase/PNT, C-terminal domain",,Crypthecodinium cohnii Seligo,2866,Eukaryota,Dinophyta,43183874,207602,0.8956,30,17,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Suessiales;Symbiodinium;Symbiodinium, Strain CCMP421",PF05222||PF01262||_GAP_||PF12769||PF02233,"Alanine dehydrogenase/PNT, N-terminal domain||Alanine dehydrogenase/PNT, C-terminal domain||_GAP_||PF12769||NAD(P) transhydrogenase beta subunit",TIGR00561||_GAP_,"NAD(P)(+) transhydrogenase (AB-specific), alpha subunit||_GAP_",,,NA,7
contig_2060048_1_689_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861329026,1.664011558,5.675916283,1.484310907,0,1.603313871,0,0,0,1.566893219,0,0,0,0,0.878784071,0,1.110226925,0,0,0,0,0,689,689,,,,,,,,,,,,,,CAMPEP_0188252744-CAMNT_0031584617,59,,,Kryptoperidinium foliaceum CCAP1116_3,-311229,Eukaryota,Dinophyta,43183874,207602,0.93,23,7,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_2060216_1_690_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877510471,0,0,0,0,0,0,0,690,690,,,,,,,,,,,,,,CAMPEP_0200823792-CAMNT_0046989143,71,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2060232_1_1210_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490459255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,1210,,,,,,,,,,,,,,CAMPEP_0190334950-CAMNT_0034073833,34,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,0.977,2,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_2060306_1_1008_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588745733,0.568702363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,1008,,,,,,,,,,,,,,CAMPEP_0188437808-CAMNT_0031782275,38,,,Kryptoperidinium foliaceum CCAP1116_3,-311229,Eukaryota,Dinophyta,43183874,207602,1,1,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCAP1116_3,,,,,,,NA,0
contig_2060493_1056_1567_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120677367,0,0,0,1568,512,,,,,,,,,,,,,,CAMPEP_0193843680-CAMNT_0038389663,54,,,Crypthecodinium cohnii Seligo,2866,Eukaryota,Dinophyta,43183874,207602,0.9384,8,6,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2060908_249_733_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223619997,0,0,0,0,0,0,0,0,0.741985861,0,2.323173112,0,0,2.496833918,0,0,0,0,0,0,0,733,485,,,,,,,,,,,,,,CAMPEP_0200768790-CAMNT_0046921783,70,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,9,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2060959_1_1009_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.764486716,0,0,0,0.712351353,0,0,0,0,0.356653263,0,0,1.012438588,0.432866901,0,0,0,0,0,0,0,0,1597,1009,,,,,,,,,,,,,,CAMPEP_0186795240-CAMNT_0029680765,38,,,Azadinium spinosum 3D9,632150,Eukaryota,Dinophyta,43183874,207602,0.8313,11,7,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Azadinium;Azadinium spinosum 3D9,,,,,,,NA,0
contig_2061165_1_910_-,0,0,0,0,0,0,1.238230474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,910,,,,,,,,,,,,,,CAMPEP_0200812008-CAMNT_0046973341,70,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,11,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2061308_1_539_+,0,0,0,1.793790437,2.213106763,0,0,2.246938743,0,0,0,0,0,0,0,0,0,0,2.202061961,1.063547276,0,0,1.33351116,0,0,0,0,4.673547307,4.121025076,2.090424786,6.633445034,11.3444858,0,0,6.386379556,0,1.482177006,13.54355771,0,0,919,539,pub:SAR11_0625,bacteriorhodopsin,,,,,,16020,Q4FMZ3,,,,,CAMPEP_0200769052-CAMNT_0046922091,59,PF01036.13: Bacteriorhodopsin-like protein,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",PF01036,Bacteriorhodopsin-like protein,,,,,NA,3
contig_2062499_1155_1456_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.898185369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,302,,,,,,,,,,,,,,CAMPEP_0195107448-CAMNT_0040143885,54,,,Heterocapsa triquetra,66468,Eukaryota,Dinophyta,43183874,207602,0.9409,10,7,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_2062819_1_805_+,0,0,0,0,1.481819311,0,0,0,0,1.947030766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699837863,0,0.542562364,0,0,0.475121957,0,0,0,2.333992292,0,805,805,,,,,,,,,,,,,,CAMPEP_0190016798-CAMNT_0033706173,38,PF00652.17: Ricin-type beta-trefoil lectin domain PF14200.1:  Ricin-type beta-trefoil lectin domain-like,,Lingulodinium polyedra CCMP1738,-311231,Eukaryota,Dinophyta,43183874,207602,1,1,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Lingulodinium;Lingulodinium polyedra CCMP1738,_GAP_||PF01822||_GAP_,_GAP_||WSC domain||_GAP_,,,,,NA,0
contig_2063268_1_1150_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33258537,0,0,0,0,0,1151,1150,,,,,,,,,,,,,,CAMPEP_0192123300-CAMNT_0036228093,31,,,Scrippsiella trochoidea CCMP3099,71861,Eukaryota,Dinophyta,43183874,207602,1,1,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella trochoidea CCMP3099,,,,,,,NA,0
contig_2063982_1_1779_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340349761,0,0,0,0,0,0,0,1780,1779,,,,,,,,,,,,,,CAMPEP_0117023068-CAMNT_0004729083,38,,,Tiarina fusa,693140,Eukaryota,Dinophyta,43183874,207602,0.8841,34,15,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium catenella, Strain OF101",,,,,,,NA,0
contig_2064002_1_824_-,0,0,0,0,0,0,0,0,1.217263851,0,0,0,0,0,0,0,0,0,0,2.087082457,0,0,0.872284606,0,0,0,0,0.436727115,0,0,0.619872898,0,0,0,0.928332951,0,0,0,0,0,1502,824,,,,,,,,,,,,,,CAMPEP_0190386222-CAMNT_0034137951,39,TIGR02168: SMC_prok_B: chromosome segregation protein SMC PF12830.2:  Sister chromatid cohesion C-terminus PF00628.24:  PHD-finger,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,1,8,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_2064002_977_1501_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130391807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,525,,,,,,,,,,,,,,CAMPEP_0190106790-CAMNT_0033800691,41,,,Lingulodinium polyedra CCMP1738,-311231,Eukaryota,Dinophyta,43183874,207602,0.9514,10,5,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella hangoei SHTV5,,,,,,,NA,0
contig_2064268_1_612_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.690908906,1.952955526,0,0,0,0,0,1.978700083,0,1.249912339,0,0,0,6.14007776,0,612,612,,,,,,,,,,,,,,CAMPEP_0197879258-CAMNT_0043498749,70,,,"Gonyaulax spinifera, Strain CCMP409",66791,Eukaryota,Dinophyta,43183874,207602,0.9053,47,18,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_2064290_1_1789_-,0,0,0,0,0,0,0,0,2.242650449,2.628328283,0,0,0,0,0,0,0,0,2.985523359,1.922589095,2.185973348,0,2.812374292,0,0,0,0,1.609225904,1.034671379,0,1.713052882,1.220689501,0,0,1.496541213,0,0.44655864,1.224143814,0,0,1790,1789,,,,,,,,,,,,,,CAMPEP_0189704624-CAMNT_0033374147,35,,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,1,2,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_2064906_1_960_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597137481,0.814730483,0,0,0,0,0,0,0.37485744,0,0,0.532057571,0.454961149,0.630710651,0,0.398409558,0,0,0,0,0,960,960,,,,,,,,,,,,,,CAMPEP_0190624072-CAMNT_0034401681,40,,,Peridinium aciculiferum PAER_2,268820,Eukaryota,Dinophyta,43183874,207602,0.8937,7,4,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Durinskia;Durinskia baltica, Strain CSIRO CS-38",,,,,,,NA,0
contig_2065256_82_605_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132549043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,524,,,,,,,,,,,,,,CAMPEP_0190007240-CAMNT_0033696287,39,PF00092.23: von Willebrand factor type A domain PF00090.14:  Thrombospondin type 1 domain,,Lingulodinium polyedra CCMP1738,-311231,Eukaryota,Dinophyta,43183874,207602,0.9518,3,3,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium margalefi, Strain AMGDE01CS-322",,,,,,,NA,0
contig_2065992_1_584_+,0,0,1.730990651,1.655570284,2.042576276,0,0,2.07380134,0,2.683835216,0,0,0,0,0,0,0,0,1.016191265,0.981595859,0,0,2.461515464,0,0,0,0,0,0.633913389,0,0.874615184,0,0,0,0,0,2.735936322,0,0,0,721,584,,,,,,,,,,,,,,CAMPEP_0189929108-CAMNT_0033613877,76,,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,0.8594,16,7,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_2066003_168_605_-,0,0,0,2.207427045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362639842,0,0,0,1.286231689,0,0.997175122,0,0,0,0,1.823957548,0,0,0,1005,438,pti:PHATRDRAFT_26896 || pti:PHATRDRAFT_34971 || tps:THAPSDRAFT_3184 || tps:THAPSDRAFT_37357 || tps:THAPSDRAFT_9067 || tps:THAPS_35279 || tps:THAPS_35330 || tps:THAPS_35229,H4-1b; histone H4 isoform 1b; K11254 histone H4 ||  H4-1a; histone H4 isoform 1a ||  histone H4; K11254 histone H4 ||  histone H4; K11254 histone H4 ||  H4_1; histone H4; K11254 histone H4 ||  H4_2; histone H4; K11254 histone H4 ||  hypothetical protein; K11254 histone H4 ||  hypothetical protein; K11254 histone H4,,K11254,histone H4,Alcoholism || Viral carcinogenesis || Systemic lupus erythematosus,,3677,B5YMD7,KOG3467,Histone H4,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING,CAMPEP_0197887270-CAMNT_0043507107,82,PF00125.19: Core histone H2A/H2B/H3/H4,,"Gonyaulax spinifera, Strain CCMP409",66791,Eukaryota,Dinophyta,43183874,207602,0.9343,14,10,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium catenella, Strain OF101",_GAP_||PF00125,_GAP_||Core histone H2A/H2B/H3/H4,,,,,NA,0
contig_2066258_1_818_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439930492,0.905147725,0,0.624419643,0.533939735,0,0,1.402713358,0,0,0,0,0,1037,818,,,,,,,,,,,,,,CAMPEP_0170624374-CAMNT_0010950891,44,,,"Togula jolla, Strain CCCM 725",285029,Eukaryota,Dinophyta,43183874,207602,0.8011,5,3,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Pyrodinium;Pyrodinium bahamense,,,,,,,NA,0
contig_2066622_1_1006_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589916202,0,0,0,0,0,0,0,0,0.357716842,0.73599487,0,0.507728894,0,0,0,0,0,0,0,0,0,1173,1006,,,,,,,,,,,,,,CAMPEP_0195067354-CAMNT_0040098759,35,PF12248.3: Farnesoic acid 0-methyl transferase PF07691.7:  PA14 domain,,Heterocapsa triquetra,66468,Eukaryota,Dinophyta,43183874,207602,1,2,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Heterocapsa;Heterocapsa triquetra,,,,,,,NA,0
contig_2070844_1_961_+,0,0,1.051923559,1.006090578,1.241274241,0,1.172517931,0,1.043730919,1.630967499,1.968679077,0,0,0,0,0,0,0,0,0.59651611,0.813882689,0,0,0,0,0,0,0.74893474,1.155688094,1.172465099,0,1.363463174,0,0,1.19398494,0,0,0.75962306,0,0,985,961,cdu:CD36_44940,"ER to Golgi vesicle transport protein, putative",,,,,,,B9WGI7,,,,,CAMPEP_0200790276-CAMNT_0046947305,57,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
